Specie,Kingdom,Role,Degree,Sum(connections strength),Networks presence
"Caesalpinia pyramidalis","Animals","Plant",1,1.0000,1
"Calliphlox amethystina","Animals","Pollinator",2,67.0000,2
"Chlorostilbon lucidus","Animals","Pollinator",29,11525.0000,1
"Chrysolampis mosquitus","Animals","Pollinator",6,73.0000,1
"Eupetomena macroura","Animals","Pollinator",11,1331.0000,2
"Heliomaster squamosus","Animals","Pollinator",11,588.0000,1
"Jatropha mollissima","Animals","Plant",3,83.0000,1
"Melochia tomentosa","Animals","Plant",4,588.0000,1
"Allamanda blanchetii","Plants","Plant",2,7.0000,1
"Anadenanthera macrocarpa","Plants","Plant",1,1.0000,1
"Bauhinia cheilantha","Plants","Plant",4,114.0000,1
"Ceiba glaziovii","Plants","Plant",2,3.0000,1
"Cissus simsiana","Plants","Plant",1,203.0000,1
"Cissus verticillata","Plants","Plant",1,5.0000,1
"Cnidoscolus halteris","Plants","Plant",5,8039.0000,1
"Cnidoscolus obtusifolius","Plants","Plant",1,210.0000,1
"Conocliniopsis prasiifolia","Plants","Plant",1,3.0000,1
"Croton blanchetianus","Plants","Plant",1,1.0000,1
"Dioclea grandiflora","Plants","Plant",2,2.0000,1
"Encholirium spectabile","Plants","Plant",3,80.0000,1
"Hyptis pectinata","Plants","Plant",1,2.0000,1
"Ipomoea sp1 M_PL_067","Plants","Plant",2,22.0000,1
"Melocactus zehntneri","Plants","Plant",2,885.0000,1
"Oxalis psoraleoides","Plants","Plant",1,937.0000,1
"Pilosocereus gounellei","Plants","Plant",1,1.0000,1
"Pilosocereus sp1 M_PL_067","Plants","Plant",1,4.0000,1
"Pithecoseris pacourinoides","Plants","Plant",1,5.0000,1
"Plumbago scandens","Plants","Plant",2,96.0000,3
"Psidium sp1 M_PL_067","Plants","Plant",1,1.0000,1
"Ruellia asperula","Plants","Plant",1,18.0000,1
"Staelia galioides","Plants","Plant",1,1.0000,1
"Tabebuia impetiginosa","Plants","Plant",4,355.0000,1
"Tacinga inamoena","Plants","Plant",2,21.0000,1
"Tacinga palmadora","Plants","Plant",5,1577.0000,1
"Unidentified sp1 M_PL_067","Plants","Plant",1,318.0000,1
"Walteria rotundifolia","Plants","Plant",1,1.0000,1
