Specie,Kingdom,Role,Degree,Sum(connections strength),Networks presence
"Allograpta exotica","Animals","Pollinator",1,1.0000,1
"Allograpta hortensis","Animals","Pollinator",7,98.0000,2
"Anthaxia sp1 M_PL_051","Animals","Pollinator",2,53.0000,1
"Bombus dahlbomii","Animals","Pollinator",10,1449.0000,5
"Bombus ruderatus","Animals","Pollinator",3,196.0000,4
"Caenohalictus sp1 M_PL_051","Animals","Pollinator",1,48.0000,1
"Caenohalictus sp2 M_PL_051","Animals","Pollinator",1,1.0000,1
"Camponotus sp1 M_PL_051","Animals","Pollinator",1,27.0000,1
"Chalepogenus caeruleus","Animals","Pollinator",1,14.0000,2
"Chilicola sp1 M_PL_051","Animals","Pollinator",1,7.0000,1
"Chilicola sp2 M_PL_051","Animals","Pollinator",1,2.0000,1
"Chilicola sp3 M_PL_051","Animals","Pollinator",1,1.0000,1
"Colletes seminitidus","Animals","Pollinator",4,122.0000,1
"Corynura prothysteres","Animals","Pollinator",3,6.0000,1
"Corynura sp1 M_PL_051","Animals","Pollinator",1,1.0000,1
"Evylaeus sp1 M_PL_051","Animals","Pollinator",2,7.0000,1
"Heterosarus sp1 M_PL_051","Animals","Pollinator",2,30.0000,1
"Manuelia gayi","Animals","Pollinator",3,108.0000,1
"Manuelia postica","Animals","Pollinator",4,32.0000,1
"Megachile sp1 M_PL_051","Animals","Pollinator",1,17.0000,1
"Megachile sp2 M_PL_051","Animals","Pollinator",1,6.0000,1
"Ocyptamus melanorrhinus","Animals","Pollinator",3,11.0000,1
"Phthiria sp1 M_PL_051","Animals","Pollinator",3,45.0000,1
"Phthiria sp2 M_PL_051","Animals","Pollinator",1,11.0000,1
"Platycheirus sp1 M_PL_051","Animals","Pollinator",5,35.0000,1
"Platycherius fenestratus","Animals","Pollinator",1,3.0000,1
"Policana albopilosa","Animals","Pollinator",2,1759.0000,1
"Ruizantheda mutabilis","Animals","Pollinator",6,456.0000,2
"Ruizantheda nigrocaerulea","Animals","Pollinator",2,8.0000,1
"Ruizantheda proxima","Animals","Pollinator",1,4.0000,1
"Sapromyza fulvicornis","Animals","Pollinator",3,28.0000,1
"Scaeva melanostoma","Animals","Pollinator",1,3.0000,3
"Sephanoides galeritus","Animals","Pollinator",3,5.0000,1
"Svastrides melanura","Animals","Pollinator",1,8.0000,2
"Syrphus octomaculatus","Animals","Pollinator",4,116.0000,2
"Trichophthalma amoena","Animals","Pollinator",4,256.0000,1
"Trichophthalma jaffueli","Animals","Pollinator",2,70.0000,1
"Unidentified sp1 M_PL_051","Animals","Pollinator",2,22.0000,1
"Unidentified sp10 M_PL_051","Animals","Pollinator",2,7.0000,1
"Unidentified sp11 M_PL_051","Animals","Pollinator",2,6.0000,1
"Unidentified sp12 M_PL_051","Animals","Pollinator",1,5.0000,1
"Unidentified sp13 M_PL_051","Animals","Pollinator",3,4.0000,1
"Unidentified sp14 M_PL_051","Animals","Pollinator",1,4.0000,1
"Unidentified sp15 M_PL_051","Animals","Pollinator",1,3.0000,1
"Unidentified sp16 M_PL_051","Animals","Pollinator",1,3.0000,1
"Unidentified sp17 M_PL_051","Animals","Pollinator",1,3.0000,1
"Unidentified sp18 M_PL_051","Animals","Pollinator",1,3.0000,1
"Unidentified sp19 M_PL_051","Animals","Pollinator",1,3.0000,1
"Unidentified sp2 M_PL_051","Animals","Pollinator",4,21.0000,1
"Unidentified sp20 M_PL_051","Animals","Pollinator",1,3.0000,1
"Unidentified sp21 M_PL_051","Animals","Pollinator",1,3.0000,1
"Unidentified sp22 M_PL_051","Animals","Pollinator",2,2.0000,1
"Unidentified sp23 M_PL_051","Animals","Pollinator",2,2.0000,1
"Unidentified sp24 M_PL_051","Animals","Pollinator",1,2.0000,1
"Unidentified sp25 M_PL_051","Animals","Pollinator",1,2.0000,1
"Unidentified sp26 M_PL_051","Animals","Pollinator",2,2.0000,1
"Unidentified sp27 M_PL_051","Animals","Pollinator",1,2.0000,1
"Unidentified sp28 M_PL_051","Animals","Pollinator",1,2.0000,1
"Unidentified sp29 M_PL_051","Animals","Pollinator",1,2.0000,1
"Unidentified sp3 M_PL_051","Animals","Pollinator",3,19.0000,1
"Unidentified sp30 M_PL_051","Animals","Pollinator",1,1.0000,1
"Unidentified sp31 M_PL_051","Animals","Pollinator",1,1.0000,1
"Unidentified sp32 M_PL_051","Animals","Pollinator",1,1.0000,1
