Specie,Kingdom,Role,Degree,Sum(connections strength),Networks presence
Lithurgomma wagenknechti,Animals,Pollinator,2,2,1
Lyophlaeba lugubris,Animals,Pollinator,3,3,2
Megachile semirufa,Animals,Pollinator,15,15,3
Megachile sp1 M_PL_001,Animals,Pollinator,13,13,1
Megachile sp2 M_PL_001,Animals,Pollinator,7,7,1
Mesonychium gayi,Animals,Pollinator,2,2,1
Panur sp1 M_PL_001,Animals,Pollinator,7,7,1
Phulia nymphula,Animals,Pollinator,1,1,3
Prosopochaeta caliginosa,Animals,Pollinator,1,1,2
Prosopochaeta sp1 M_PL_001,Animals,Pollinator,1,1,1
Pseudolucia chilensis,Animals,Pollinator,2,2,3
Ruizantheda mutabilis,Animals,Pollinator,2,2,2
Ruiziella luctuosa,Animals,Pollinator,3,3,1
Scaeva melanostoma,Animals,Pollinator,34,34,3
Scaptia atra,Animals,Pollinator,1,1,1
Spathipalpus philippii,Animals,Pollinator,2,2,2
Svastrides melanura,Animals,Pollinator,1,1,2
Tapinotaspis caerulea,Animals,Pollinator,1,1,1
Tapinotaspis herbsti,Animals,Pollinator,1,1,1
Tatochila mercedis,Animals,Pollinator,2,2,3
Tatochila sp1 M_PL_001,Animals,Pollinator,1,1,1
Truphloechus bellus,Animals,Pollinator,3,3,1
Unidentified sp1 M_PL_001,Animals,Pollinator,22,22,1
Unidentified sp10 M_PL_001,Animals,Pollinator,1,1,1
Unidentified sp11 M_PL_001,Animals,Pollinator,1,1,1
Unidentified sp12 M_PL_001,Animals,Pollinator,1,1,1
Unidentified sp13 M_PL_001,Animals,Pollinator,1,1,1
Unidentified sp14 M_PL_001,Animals,Pollinator,1,1,1
Unidentified sp15 M_PL_001,Animals,Pollinator,1,1,1
Unidentified sp16 M_PL_001,Animals,Pollinator,1,1,1
Unidentified sp17 M_PL_001,Animals,Pollinator,1,1,1
Unidentified sp18 M_PL_001,Animals,Pollinator,1,1,1
Unidentified sp2 M_PL_001,Animals,Pollinator,21,21,1
Unidentified sp3 M_PL_001,Animals,Pollinator,7,7,1
Unidentified sp4 M_PL_001,Animals,Pollinator,6,6,1
Unidentified sp5 M_PL_001,Animals,Pollinator,4,4,1
Unidentified sp6 M_PL_001,Animals,Pollinator,4,4,1
Unidentified sp7 M_PL_001,Animals,Pollinator,3,3,1
Unidentified sp8 M_PL_001,Animals,Pollinator,2,2,1
Unidentified sp9 M_PL_001,Animals,Pollinator,1,1,1
Vibrissomyia sp1 M_PL_001,Animals,Pollinator,1,1,1
Villa arenarus,Animals,Pollinator,1,1,1
Villa durvillei,Animals,Pollinator,1,1,1
Villa flavicura,Animals,Pollinator,2,2,2
Villa gayi,Animals,Pollinator,1,1,2
Villa guttapennis,Animals,Pollinator,1,1,1
Villa hypoxantha,Animals,Pollinator,5,5,2
Villa semifuscata,Animals,Pollinator,3,3,2
Villa sp1 M_PL_001,Animals,Pollinator,8,8,1
Villa verdensis,Animals,Pollinator,5,5,2
Xanthocolletes incahuasi,Animals,Pollinator,2,2,1
Xanthocolletes sicheli,Animals,Pollinator,4,4,1
Xanthocolletes sp1 M_PL_001,Animals,Pollinator,1,1,1
Yramea lathonoides,Animals,Pollinator,3,3,2
Acaena pinn,Plants,Plant,1,1,1
Adesmia aconcaguensis,Plants,Plant,6,6,1
Adesmia brachy,Plants,Plant,5,5,1
Adesmia conferta,Plants,Plant,13,13,1
Adesmia exilis,Plants,Plant,3,3,1
Adesmia montana,Plants,Plant,1,1,1
Adesmia radicifolia,Plants,Plant,9,9,1
Alstroemeria pallida,Plants,Plant,5,5,1
Anarthrophyllum cumingii,Plants,Plant,4,4,2
Asteriscium aemocarpon,Plants,Plant,2,2,1
Astragalus curvicaulis,Plants,Plant,10,10,2
Astragalus sp1 M_PL_001,Plants,Plant,5,5,1
Barneoudia chilensis,Plants,Plant,1,1,1
Berberis empetrifolia,Plants,Plant,6,6,2
Berberis montana,Plants,Plant,2,2,1
Bowlesia tropaeolifolia,Plants,Plant,3,3,1
Calandrinia affinis,Plants,Plant,13,13,3
Calandrinia uspallatensis,Plants,Plant,6,6,1
Calceolaria arac,Plants,Plant,1,1,1
Calceolaria biflora,Plants,Plant,1,1,2
Calceolaria indet,Plants,Plant,1,1,1
Calceolaria montana,Plants,Plant,3,3,1
Cardamine nivalis,Plants,Plant,1,1,3
Cerastium arvense,Plants,Plant,6,6,3
Chaetanthera euphrasioides,Plants,Plant,10,10,2
Chaetanthera microphylla,Plants,Plant,3,3,1
Chuquiraga oppositifolia,Plants,Plant,7,7,2
Clarkia tenella,Plants,Plant,1,1,1
Collomia biflora,Plants,Plant,1,1,1
Cynoglossum sp1 M_PL_001,Plants,Plant,1,1,1
Erodium cicutarium,Plants,Plant,2,2,2
Euphorbia portulacoides,Plants,Plant,5,5,2
Haplopappus chysanthemifolius,Plants,Plant,3,3,1
Haplopappus sericeus,Plants,Plant,6,6,1
Hippeastrum uni,Plants,Plant,1,1,1
Hypochoeris sp1 M_PL_001,Plants,Plant,6,6,1
Lathyrus subandinus,Plants,Plant,1,1,1
Lepidium suffruticosum,Plants,Plant,1,1,1
Leuceria landbeckii,Plants,Plant,2,2,1
Leucocoryne ixioides,Plants,Plant,1,1,1
Leucocoryne pauciflora,Plants,Plant,3,3,1
Loasa heterophylla,Plants,Plant,4,4,1
Loasa sigmoidea,Plants,Plant,1,1,1
Lupinus microcarpus,Plants,Plant,1,1,1
Madia sativa,Plants,Plant,5,5,1
Malesherbia linearifolius,Plants,Plant,1,1,1
Mulinum spinosum,Plants,Plant,8,8,1
Mustisia acerosa,Plants,Plant,3,3,1
Mustisia sinuata,Plants,Plant,6,6,1
Mustisia subulata,Plants,Plant,3,3,1
Nardophyllum lanatum,Plants,Plant,2,2,1
Nassauvia heterophylla,Plants,Plant,5,5,2
Nothoscordum andinum,Plants,Plant,1,1,2
Oenothera acaulis,Plants,Plant,1,1,1
Oxalis cinerea,Plants,Plant,3,3,2
Oxalis geminata,Plants,Plant,3,3,2
Oxalis sp1 M_PL_001,Plants,Plant,3,3,1
Perezia carthamoides,Plants,Plant,5,5,1
Phacelia secunda,Plants,Plant,25,25,4
Quinchamalium chilensis,Plants,Plant,4,4,1
Rhodophiala montana,Plants,Plant,2,2,1
Salpiglossus sp1 M_PL_001,Plants,Plant,1,1,1
Sanicula graveolens,Plants,Plant,4,4,2
Schizanthus grahamii,Plants,Plant,3,3,1
Scypanthus elegans,Plants,Plant,7,7,1
Senecio bustillosianus,Plants,Plant,22,22,2
Senecio erucaeformis,Plants,Plant,13,13,2
Senecio francisci,Plants,Plant,7,7,3
Senecio lithostaurus,Plants,Plant,3,3,1
Sisyrinchium arenarium,Plants,Plant,8,8,1
Sisyrinchium junceum,Plants,Plant,5,5,2
Sisyrinchium philippii,Plants,Plant,4,4,1
Solanum tomatillo,Plants,Plant,1,1,1
Solenomelus sisyrinchium,Plants,Plant,1,1,1
Stachys albi,Plants,Plant,14,14,1
Tetraglochin alatum,Plants,Plant,1,1,1
Trichocereus chiloensis,Plants,Plant,2,2,1
Tristagma sessile,Plants,Plant,1,1,1
Tropaeolum polyph,Plants,Plant,1,1,2
Tropaeolum sessilifolium,Plants,Plant,2,2,1
Tropaeolum tricolor,Plants,Plant,1,1,1
Valeriana gracileps,Plants,Plant,3,3,1
Verbena scoparia,Plants,Plant,7,7,1
Viviania marifolia,Plants,Plant,2,2,1
