Specie,Kingdom,Role,Degree,Sum(connections strength),Networks presence
"Alloscirtetica rufitarsis","Animals","Pollinator",1,1.0000,2
"Alloscirtetica sp1 M_PL_002","Animals","Pollinator",2,2.0000,1
"Andinus venustus","Animals","Pollinator",4,4.0000,3
"Anthidium funereum","Animals","Pollinator",3,3.0000,2
"Anthidium sp1 M_PL_002","Animals","Pollinator",2,2.0000,1
"Ateloglutus sp1 M_PL_002","Animals","Pollinator",1,1.0000,1
"Auca coctei","Animals","Pollinator",5,5.0000,2
"Bombus dahlbomii","Animals","Pollinator",8,8.0000,5
"Caenohalictus sp1 M_PL_002","Animals","Pollinator",7,7.0000,1
"Centris cana","Animals","Pollinator",1,1.0000,1
"Centris cineraria","Animals","Pollinator",3,3.0000,2
"Centris nigerrima","Animals","Pollinator",2,2.0000,2
"Chilicola sp1 M_PL_002","Animals","Pollinator",1,1.0000,1
"Colletes fulvipes","Animals","Pollinator",1,1.0000,2
"Colletes sp1 M_PL_002","Animals","Pollinator",1,1.0000,1
"Dasybasis sp1 M_PL_002","Animals","Pollinator",1,1.0000,1
"Etcheverrius chilensis","Animals","Pollinator",4,4.0000,2
"Faunula leucoglene","Animals","Pollinator",3,3.0000,3
"Gayella reedi","Animals","Pollinator",2,2.0000,1
"Habromyia lipoflava","Animals","Pollinator",5,5.0000,3
"Hypodynerus sp1 M_PL_002","Animals","Pollinator",6,6.0000,1
"Hypodynerus sp2 M_PL_002","Animals","Pollinator",2,2.0000,1
"Hypodynerus sp3 M_PL_002","Animals","Pollinator",1,1.0000,1
"Lyophlaeba lugubris","Animals","Pollinator",3,3.0000,2
"Megachile semirufa","Animals","Pollinator",3,3.0000,3
"Megachile sp1 M_PL_002","Animals","Pollinator",3,3.0000,1
"Megachile sp2 M_PL_002","Animals","Pollinator",3,3.0000,1
"Megachile sp3 M_PL_002","Animals","Pollinator",1,1.0000,1
"Megachile sp4 M_PL_002","Animals","Pollinator",1,1.0000,1
"Megachile sp5 M_PL_002","Animals","Pollinator",1,1.0000,1
"Phulia nymphula","Animals","Pollinator",2,2.0000,3
"Prosopochaeta caliginosa","Animals","Pollinator",3,3.0000,2
"Prosopochaeta sp1 M_PL_002","Animals","Pollinator",3,3.0000,1
"Pseudolucia chilensis","Animals","Pollinator",3,3.0000,3
"Scaeva melanostom","Animals","Pollinator",9,9.0000,1
"Spathipalpus philippii","Animals","Pollinator",1,1.0000,2
"Tatochila mercedis","Animals","Pollinator",1,1.0000,3
"Tatochila sp1 M_PL_002","Animals","Pollinator",1,1.0000,1
"Unidentified sp1 M_PL_002","Animals","Pollinator",16,16.0000,1
"Unidentified sp10 M_PL_002","Animals","Pollinator",2,2.0000,1
"Unidentified sp11 M_PL_002","Animals","Pollinator",1,1.0000,1
"Unidentified sp12 M_PL_002","Animals","Pollinator",1,1.0000,1
"Unidentified sp13 M_PL_002","Animals","Pollinator",1,1.0000,1
