Pollinator_gen_sp,Site_ID,Round,Plant_gen_sp,Pollinator_genus,Pollinator_species,Out,Pollinator_id,Pollinator_sex,Frequency,Morphospecie2
Bombus terrestris,ConventodelaLuz,4,Teucrium fruticans,Bombus,terrestris,transect,BF201,worker,1,morpho_3
Bombus terrestris,Aznalcazar,4,Teucrium fruticans,Bombus,terrestris,transect,no_captured,queen,5,morpho_3
Bombus terrestris,ConventodelaLuz,2,Teucrium fruticans,Bombus,terrestris,transect,no_captured,worker,3,morpho_3
Bombus terrestris,Villamanriquesur,3,Lavandula stoechas,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,Urbanizaciones,3,Rosmarinus officinalis,Bombus,terrestris,transect,BF206,worker,12,morpho_3
Bombus terrestris,Elpinar,2,Cistus albidus,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,Elpozo,2,Rosmarinus officinalis,Bombus,terrestris,transect,no_captured,queen,2,morpho_3
Bombus terrestris,Aznalcazar,3,Teucrium fruticans,Bombus,terrestris,out,BF217,worker,4,morpho_3
Bombus terrestris,ConventodelaLuz,1,Teucrium fruticans,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,Aznalcazar,4,Teucrium fruticans,Bombus,terrestris,transect,BF217,worker,4,morpho_3
Bombus terrestris,Aznalcazar,1,Teucrium fruticans,Bombus,terrestris,transect,no_captured,queen,4,morpho_3
Bombus terrestris,Elpozo,2,Erica scoparia,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,LaCunya,2,Rosmarinus officinalis,Bombus,terrestris,transect,BF205,worker,6,morpho_3
Bombus terrestris,PinaresdeHinojos,7,Anchusa azurea,Bombus,terrestris,out,BF220,worker,2,morpho_3
Bombus terrestris,PinaresdeHinojos,7,Anchusa azurea,Bombus,terrestris,out,BF214,worker,1,morpho_3
Bombus terrestris,Urbanizaciones,1,Rosmarinus officinalis,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,CotitodeSantaTeresa,1,Asphodelus fistulosus,Bombus,terrestris,focal,no_captured,queen,1,morpho_3
Bombus terrestris,Elpozo,1,Erica scoparia,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,Elpozo,3,Cistus ladanifer,Bombus,terrestris,transect,captured,worker,2,morpho_3
Bombus terrestris,ConventodelaLuz,3,Retama monosperma,Bombus,terrestris,transect,BF207,worker,4,morpho_3
Bombus terrestris,Aznalcazar,5,Teucrium fruticans,Bombus,terrestris,out,BF216,worker,9,morpho_3
Bombus terrestris,ConventodelaLuz,2,Teucrium fruticans,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,Elpinar,3,Lavandula stoechas,Bombus,terrestris,transect,BF212,worker,2,morpho_3
Bombus terrestris,Urbanizaciones,5,Cistus crispus,Bombus,terrestris,out,no_captured,worker,1,morpho_3
Bombus terrestris,Lasmulas,1,Cistus ladanifer,Bombus,terrestris,out,BF210,worker,6,morpho_3
Bombus terrestris,Pinodelcuervo,5,Cistus crispus,Bombus,terrestris,out,BF215,worker,2,morpho_3
Bombus terrestris,Villamanriquesur,3,Lavandula stoechas,Bombus,terrestris,focal,no_captured,worker,1,morpho_3
Bombus terrestris,Elpozo,5,Chamaemelum fuscatum,Bombus,terrestris,out,BF218,worker,2,morpho_3
Bombus terrestris,Aznalcazar,2,Teucrium fruticans,Bombus,terrestris,transect,BF200,worker,17,morpho_3
Bombus terrestris,Bonares,2,Halimium commutatum,Bombus,terrestris,transect,no_captured,queen,5,morpho_3
Bombus terrestris,Elpozo,1,Rosmarinus officinalis,Bombus,terrestris,transect,no_captured,queen,1,morpho_3
Bombus terrestris,Aznalcazar,4,Teucrium fruticans,Bombus,terrestris,transect,no_captured,queen,6,morpho_3
Bombus terrestris,Elpinar,3,Cistus albidus,Bombus,terrestris,transect,BF213,worker,15,morpho_3
Bombus terrestris,Aznalcazar,1,Asphodelus fistulosus,Bombus,terrestris,focal,no_captured,queen,1,morpho_3
Bombus terrestris,Niebla,1,Asphodelus fistulosus,Bombus,terrestris,focal,no_captured,queen,1,morpho_3
Bombus terrestris,Bonares,5,Lavandula stoechas,Bombus,terrestris,transect,BF211,worker,3,morpho_3
Bombus terrestris,Niebla,4,Lavandula pedunculata,Bombus,terrestris,transect,no_captured,worker,11,morpho_3
Bombus terrestris,CotitodeSantaTeresa,3,Lavandula stoechas,Bombus,terrestris,transect,BF203,worker,3,morpho_3
Bombus terrestris,PinaresdeHinojos,1,Ulex australis,Bombus,terrestris,transect,no_captured,queen,3,morpho_3
Bombylella atra,Esparragal,4,Cistus salvifolius,Bombylella,atra,out,BF363,NA,1,morpho_45
Bombylella atra,Villamanriqueeste,4,Cistus salvifolius,Bombylella,atra,transect,BF383,male,1,morpho_45
Bombylella atra,Pinodelcuervo,5,Cistus salvifolius,Bombylella,atra,transect,BF364,male,1,morpho_45
Bombylidae morpho1,Urbanizaciones,7,Lavandula pedunculata,Bombylidae,morpho1,transect,BF384,NA,4,morpho_47
Bombyliidae NA,Lasmulas,2,Lavandula stoechas,Bombyliidae,"NA",focal,no_captured,NA,1,morpho_47
Bombylius fimbriatus,Niebla,5,Linum bienne,Bombylius,fimbriatus,transect,BF381,male,2,morpho_47
Bombylius morpho1,LaRocina,1,Halimium commutatum,Bombylius,morpho1,focal,BF360,male,1,morpho_47
Bombylius morpho1,Lasmulas,7,Myrtus communis,Bombylius,morpho1,focal,BF392,NA,3,morpho_47
Bombylius morpho1,Elpozo,3,Rosmarinus officinalis,Bombylius,morpho1,transect,BF361B,female,2,morpho_47
Bombylius morpho1,Bonares,5,Carduus sp,Bombylius,morpho1,out,BF382,male,1,morpho_47
Bombylius morpho2,Elpinar,5,Convolvulus arvensis,Bombylius,morpho2,out,BF376,male,2,morpho_47
Bombylius morpho2,PinaresdeHinojos,2,Diplotaxis virgata,Bombylius,morpho2,out,BF359,female,2,morpho_47
Bombylius morpho2,CotitodeSantaTeresa,2,Cistus salvifolius,Bombylius,morpho2,focal,BF362,female,2,morpho_47
Bombylius morpho3,Pinodelcuervo,6,Cistus crispus,Bombylius,morpho3,out,BF380,female,1,morpho_47
Bombylius sp,Pinodelcuervo,1,Rosmarinus officinalis,Bombylius,sp,focal,no_captured,NA,1,morpho_47
Bombylius sp,Lasmulas,4,Lavandula stoechas,Bombylius,sp,transect,no_captured,NA,3,morpho_47
Bombylius sp,Pinodelcuervo,6,Asphodelus fistulosus,Bombylius,sp,out,BF380,female,2,morpho_47
Bombylius sp,Elpozo,1,Rosmarinus officinalis,Bombylius,sp,transect,no_captured,NA,1,morpho_47
Bombylius sp,Bonares,5,Lavandula stoechas,Bombylius,sp,transect,no_captured,NA,2,morpho_47
Bombylius sp,Niebla,5,Linaria viscosa,Bombylius,sp,transect,no_captured,NA,1,morpho_47
Bombylius sp,Pinodelcuervo,6,Cistus crispus,Bombylius,sp,transect,no_captured,NA,1,morpho_47
Bombylius sp,Urbanizaciones,3,Lavandula stoechas,Bombylius,sp,focal,PERDIDO,NA,1,morpho_47
Bombylius sp,Urbanizaciones,7,Lavandula pedunculata,Bombylius,sp,transect,no_captured,NA,3,morpho_47
Bombylius sp,Pinodelcuervo,7,Cistus crispus,Bombylius,sp,transect,PERDIDO,NA,1,morpho_47
Bombylius torquatus,Elpozo,3,Rosmarinus officinalis,Bombylius,torquatus,transect,BF356,female,3,morpho_47
Bombylius torquatus,Elpozo,3,Rosmarinus officinalis,Bombylius,torquatus,transect,BF357,female,2,morpho_47
Bombylius torquatus,Elpozo,1,Rosmarinus officinalis,Bombylius,torquatus,transect,BF9,female,2,morpho_47
Bombylius torquatus,Lasmulas,2,Rosmarinus officinalis,Bombylius,torquatus,transect,BF355,female,4,morpho_47
Brachycoleus morpho1,CotitodeSantaTeresa,5,Thapsia villosa,Brachycoleus,morpho1,out,BF487,NA,1,morpho_62
Brachycoleus morpho1,Villamanriqueeste,4,Cistus salvifolius,Brachycoleus,morpho1,out,BF490,NA,1,morpho_62
Brachycoleus triangularis,Bonares,4,Cistus salvifolius,Brachycoleus,triangularis,out,BF489,NA,1,morpho_61
Buprestidae NA,Villamanriqueeste,7,Myrtus communis,Buprestidae,"NA",focal,BF515,NA,4,morpho_76
Cacyreus marshalli,Urbanizaciones,1,Lavandula stoechas,Cacyreus,marshalli,focal,BF673,NA,2,morpho_92
Calamobius filum,CotitodeSantaTeresa,5,Thapsia villosa,Calamobius,filum,out,BF512,NA,1,morpho_70
Calliphora sp,Villamanriquesur,3,Cistus salvifolius,Calliphora,sp,transect,no_captured,NA,3,morpho_106
Calliphora sp,Aznalcazar,3,Asphodelus fistulosus,Calliphora,sp,transect,no_captured,NA,2,morpho_106
Callophrys rubi,Esparragal,5,Cistus crispus,Callophrys,rubi,focal,no_captured,NA,1,morpho_97
Callophrys rubi,Niebla,1,Lavandula pedunculata,Callophrys,rubi,focal,BF678,female,2,morpho_97
Callophrys rubi,Villamanriquesur,3,Lavandula stoechas,Callophrys,rubi,focal,no_captured,NA,1,morpho_97
Callophrys rubi,Niebla,4,Lavandula stoechas,Callophrys,rubi,focal,no_captured,NA,1,morpho_97
Callophrys rubi,Pinodelcuervo,2,Lavandula stoechas,Callophrys,rubi,focal,BF677,female,1,morpho_97
Cantharis fusca,CotitodeSantaTeresa,5,Thapsia villosa,Cantharis,fusca,out,BF530,NA,1,morpho_71
Cantharis fusca,Pinodelcuervo,6,Armeria velutina,Cantharis,fusca,out,BF468,NA,1,morpho_71
Celastrina argiolus,Aznalcazar,1,Asphodelus fistulosus,Celastrina,argiolus,focal,no_captured,female,1,morpho_87
Ceratina callosa,Niebla,5,Linum bienne,Ceratina,callosa,transect,BF187,female,2,morpho_109
Ceratina cucurbitina,Bonares,7,Cistus crispus,Ceratina,cucurbitina,out,BF184,female,1,morpho_109
Ceratina cucurbitina,Elpinar,2,Rosmarinus officinalis,Ceratina,cucurbitina,transect,BF182,male,5,morpho_109
Ceratina cucurbitina,LaRocina,5,Anchusa azurea,Ceratina,cucurbitina,out,no_captured,NA,1,morpho_109
Ceratina cucurbitina,Villamanriqueeste,7,Myrtus communis,Ceratina,cucurbitina,focal,BF188,female,6,morpho_109
Ceratina cucurbitina,Pinodelcuervo,7,Lavandula stoechas,Ceratina,cucurbitina,transect,BF191,female,4,morpho_109
Ceratina cucurbitina,CotitodeSantaTeresa,2,Lavandula stoechas,Ceratina,cucurbitina,focal,BF183,male,5,morpho_109
Ceratina cucurbitina,Villamanriqueeste,7,Myrtus communis,Ceratina,cucurbitina,focal,BF192,female,8,morpho_109
Ceratina cucurbitina,Pinodelcuervo,1,Rosmarinus officinalis,Ceratina,cucurbitina,focal,BF177,male,1,morpho_109
Ceratina cucurbitina,Urbanizaciones,1,Rosmarinus officinalis,Ceratina,cucurbitina,focal,BF185,male,1,morpho_109
Ceratina cucurbitina,LaRocina,3,Anchusa azurea,Ceratina,cucurbitina,out,BF178,male,3,morpho_109
Ceratina cucurbitina,LaCunya,6,Cistus salvifolius,Ceratina,cucurbitina,transect,BF181,female,1,morpho_109
Ceratina cucurbitina,Pinodelcuervo,1,Rosmarinus officinalis,Ceratina,cucurbitina,focal,BF180,male,1,morpho_109
Ceratina cucurbitina,LaRocina,3,Anchusa azurea,Ceratina,cucurbitina,out,BF190,female,1,morpho_109
Ceratina cucurbitina,Aznalcazar,1,Asphodelus fistulosus,Ceratina,cucurbitina,focal,BF179,male,2,morpho_109
Ceratina cucurbitina,Bonares,1,Cistus ladanifer,Ceratina,cucurbitina,transect,BF12,male,1,morpho_109
Ceratina cucurbitina,LaRocina,3,Anchusa azurea,Ceratina,cucurbitina,out,BF186,male,2,morpho_109
Ceratina mocsaryi,LaRocina,5,Anchusa azurea,Ceratina,mocsaryi,out,PERDIDO,NA,1,morpho_109
Ceratina mocsaryi,LaRocina,6,Anchusa azurea,Ceratina,mocsaryi,focal,no_captured,female,1,morpho_109
Ceratina sp,LaRocina,6,Lavandula pedunculata,Ceratina,sp,transect,no_captured,NA,1,morpho_109
Ceratina sp,LaRocina,4,Anchusa azurea,Ceratina,sp,focal,PERDIDO,NA,1,morpho_109
Ceratina sp,Urbanizaciones,2,Rosmarinus officinalis,Ceratina,sp,transect,no_captured,NA,6,morpho_109
Ceratina sp,Urbanizaciones,3,Lavandula stoechas,Ceratina,sp,focal,no_captured,female,1,morpho_109
Ceratina sp,LaRocina,5,Anchusa azurea,Ceratina,sp,focal,no_captured,NA,3,morpho_109
Ceratina sp,Lasmulas,3,Lavandula stoechas,Ceratina,sp,focal,PERDIDO,NA,1,morpho_109
Cerceris arenaria,Villamanriqueeste,5,Cistus crispus,Cerceris,arenaria,out,BF347,male,2,morpho_26
Cerceris arenaria,PinaresdeHinojos,7,Halimium halimifolium,Cerceris,arenaria,out,BF349,female,3,morpho_26
Cerceris morpho1,Aznalcazar,7,Scolymus hispanicus,Cerceris,morpho1,out,BF694,NA,2,morpho_26
Cerceris morpho1,CotitodeSantaTeresa,5,Thapsia villosa,Cerceris,morpho1,out,BF681,NA,1,morpho_26
Cerceris morpho1,Pinodelcuervo,6,Thapsia villosa,Cerceris,morpho1,transect,BF690,NA,2,morpho_26
Cerceris morpho1,Esparragal,7,Armeria velutina,Cerceris,morpho1,transect,BF685,NA,2,morpho_26
Cerceris rybyensis,PinaresdeHinojos,7,Mentha pulegium,Cerceris,rybyensis,out,BF348,female,2,morpho_26
Cerceris sabulosa,PinaresdeHinojos,7,Mentha pulegium,Cerceris,sabulosa,out,BF688,female,1,morpho_26
Cerceris sabulosa,Aznalcazar,5,Teucrium fruticans,Cerceris,sabulosa,transect,BF717,male,2,morpho_26
Cerocoma schaefferi,Esparragal,6,Cistus salvifolius,Cerocoma,schaefferi,out,BF502,NA,1,morpho_78
Cerocoma schaefferi,Esparragal,5,Cistus salvifolius,Cerocoma,schaefferi,out,BF505,NA,1,morpho_78
Cerocoma schaefferi,Esparragal,6,Cistus salvifolius,Cerocoma,schaefferi,out,BF501,NA,1,morpho_78
Cerocoma schaefferi,Esparragal,5,Cistus salvifolius,Cerocoma,schaefferi,out,PERDIDO,NA,1,morpho_78
Cerocoma schaefferi,Esparragal,5,Cistus salvifolius,Cerocoma,schaefferi,out,BF504,NA,1,morpho_78
Cerocoma schaefferi,Esparragal,5,Cistus salvifolius,Cerocoma,schaefferi,out,BF500,male,1,morpho_78
Cerocoma schaefferi,Esparragal,5,Cistus salvifolius,Cerocoma,schaefferi,out,BF503,NA,1,morpho_78
Chalicodoma sicula,Aznalcazar,1,Rosmarinus officinalis,Chalicodoma,sicula,focal,no_captured,male,1,morpho_129
Chasmatopterus illigeri,Niebla,5,Cistus monspeliensis,Chasmatopterus,illigeri,focal,no_captured,NA,2,morpho_12
Chasmatopterus illigeri,Esparragal,6,Cistus salvifolius,Chasmatopterus,illigeri,transect,BF495,NA,2,morpho_12
Chasmatopterus illigeri,Esparragal,5,Halimium halimifolium,Chasmatopterus,illigeri,focal,no_captured,NA,1,morpho_12
Chasmatopterus villosulus,ConventodelaLuz,4,Cistus ladanifer,Chasmatopterus,villosulus,focal,no_captured,NA,1,morpho_12
Chasmatopterus villosulus,ConventodelaLuz,5,Cistus salvifolius,Chasmatopterus,villosulus,transect,BF496,NA,5,morpho_12
Chasmatopterus villosulus,ConventodelaLuz,3,Andryala integrifolia,Chasmatopterus,villosulus,out,BF491,NA,2,morpho_12
Chasmatopterus villosulus,ConventodelaLuz,3,Cistus ladanifer,Chasmatopterus,villosulus,out,BF497,NA,1,morpho_12
Chasmatopterus villosulus,Elpinar,5,Convolvulus arvensis,Chasmatopterus,villosulus,out,BF469,NA,1,morpho_12
Chasmatopterus villosulus,ConventodelaLuz,3,Cistus salvifolius,Chasmatopterus,villosulus,out,BF498,NA,1,morpho_12
Chasmatopterus villosulus,ConventodelaLuz,3,Cistus salvifolius,Chasmatopterus,villosulus,out,BF494,NA,2,morpho_12
Chasmatopterus villosulus,ConventodelaLuz,3,Cistus salvifolius,Chasmatopterus,villosulus,out,BF493,NA,1,morpho_12
Chasmatopterus villosulus,ConventodelaLuz,3,Cistus salvifolius,Chasmatopterus,villosulus,out,BF499,NA,1,morpho_12
Chasmatopterus villosulus,Villamanriqueeste,4,Cistus salvifolius,Chasmatopterus,villosulus,focal,no_captured,NA,1,morpho_12
Chasmatopterus zonatus,LaCunya,4,Cistus salvifolius,Chasmatopterus,zonatus,focal,BF492,NA,1,morpho_12
Chrysomela americana,Lasmulas,4,Rosmarinus officinalis,Chrysomela,americana,focal,no_captured,NA,1,morpho_74
Chrysura refulgens,PinaresdeHinojos,4,Cistus libanotis,Chrysura,refulgens,transect,BF633,male,2,morpho_101
Chrysura refulgens,PinaresdeHinojos,3,Cistus libanotis,Chrysura,refulgens,out,BF633,NA,1,morpho_101
Coelioxys sp,Urbanizaciones,6,Cirsium vulgare,Coelioxys,sp,out,no_captured,NA,NA,morpho_127
Colletes abeillei,LaRocina,7,Myrtus communis,Colletes,abeillei,focal,BF172,female,4,morpho_23
Colletes acutus,LaRocina,7,Myrtus communis,Colletes,acutus,focal,BF171,female,5,morpho_23
Colletes acutus,PinaresdeHinojos,3,Diplotaxis virgata,Colletes,acutus,transect,BF165,male,1,morpho_23
Colletes acutus,PinaresdeHinojos,5,Cistus libanotis,Colletes,acutus,focal,BF168,female,1,morpho_23
Colletes acutus,Bonares,6,Thapsia villosa,Colletes,acutus,transect,BF156,female,2,morpho_23
Colletes acutus,PinaresdeHinojos,7,Mentha pulegium,Colletes,acutus,out,BF159,female,1,morpho_23
Colletes acutus,Esparragal,4,Cistus salvifolius,Colletes,acutus,out,BF161,male,2,morpho_23
Colletes acutus,Esparragal,4,Cistus salvifolius,Colletes,acutus,focal,BF154,female,1,morpho_23
Colletes acutus,Esparragal,4,Cistus salvifolius,Colletes,acutus,focal,BF155,male,NA,morpho_23
Colletes acutus,PinaresdeHinojos,3,Cistus salvifolius,Colletes,acutus,out,BF157,male,1,morpho_23
Colletes acutus,LaRocina,5,Diplotaxis virgata,Colletes,acutus,transect,BF716,female,2,morpho_23
Colletes ligatus,Bonares,6,Thapsia villosa,Colletes,ligatus,transect,BF158,male,NA,morpho_23
Colletes ligatus,Bonares,6,Thapsia villosa,Colletes,ligatus,transect,BF166,male,3,morpho_23
Colletes nigricans,Pinodelcuervo,6,Asphodelus fistulosus,Colletes,nigricans,focal,BF164,male,1,morpho_23
Colletes nigricans,Elpozo,5,Cistus salvifolius,Colletes,nigricans,transect,BF170,male,1,morpho_23
Colletes nigricans,LaRocina,5,Cistus salvifolius,Colletes,nigricans,out,no_captured,female,1,morpho_23
Colletes nigricans,Urbanizaciones,7,Lavandula pedunculata,Colletes,nigricans,transect,BF169,male,2,morpho_23
Colletes nigricans,PinaresdeHinojos,4,Cistus salvifolius,Colletes,nigricans,transect,BF160,male,6,morpho_23
Colletes sp,LaCunya,5,Raphanus raphanistrum,Colletes,sp,out,no_captured,NA,1,morpho_23
Colletes sp,PinaresdeHinojos,6,Cistus libanotis,Colletes,sp,transect,no_captured,NA,3,morpho_23
Colletes sp,Niebla,4,Leontodon taraxacoides,Colletes,sp,transect,no_captured,NA,1,morpho_23
Colletes sp,LaRocina,4,Lavandula pedunculata,Colletes,sp,transect,PERDIDO,NA,3,morpho_23
Colletes sp,CotitodeSantaTeresa,5,Thapsia villosa,Colletes,sp,out,no_captured,male,1,morpho_23
Colletes sp,LaRocina,4,Lavandula pedunculata,Colletes,sp,transect,no_captured,NA,2,morpho_23
Colletes sp,PinaresdeHinojos,3,Diplotaxis virgata,Colletes,sp,transect,no_captured,female,1,morpho_23
Colpa quinquecincta,Villamanriqueeste,7,Asphodelus fistulosus,Colpa,quinquecincta,out,BF667,female,2,morpho_122
Colpa quinquecincta,Villamanriqueeste,7,Asphodelus fistulosus,Colpa,quinquecincta,out,BF666,female,1,morpho_122
Conopidae NA,Lasmulas,4,Lavandula stoechas,Conopidae,"NA",transect,no_captured,NA,3,morpho_18
Corynis sp,Lasmulas,5,Cistus crispus,Corynis,sp,out,no_captured,female,1,morpho_118
Cryptocephalus morpho1,Villamanriqueeste,7,Myrtus communis,Cryptocephalus,morpho1,focal,BF475,NA,5,morpho_83
Dasypoda albimana,Villamanriqueeste,4,Cistus salvifolius,Dasypoda,albimana,out,BF139,female,1,morpho_108
Dasypoda albimana,Villamanriquesur,7,Halimium halimifolium,Dasypoda,albimana,transect,BF126,female,4,morpho_108
Dasypoda albimana,Lasmulas,7,Cistus crispus,Dasypoda,albimana,transect,BF130,female,3,morpho_108
Dasypoda albimana,Villamanriqueeste,4,Cistus salvifolius,Dasypoda,albimana,transect,BF134,female,1,morpho_108
Dasypoda argentata,Aznalcazar,6,Cistus crispus,Dasypoda,argentata,out,BF123,female,1,morpho_108
Dasypoda argentata,Aznalcazar,6,Cistus crispus,Dasypoda,argentata,transect,BF108,female,1,morpho_108
Dasypoda cingulata,Villamanriqueeste,7,Cistus crispus,Dasypoda,cingulata,out,BF151,male,1,morpho_108
Dasypoda cingulata,Bonares,5,Thapsia villosa,Dasypoda,cingulata,out,BF143,female,1,morpho_108
Dasypoda cingulata,CotitodeSantaTeresa,6,Cistus crispus,Dasypoda,cingulata,transect,BF112,male,1,morpho_108
Dasypoda cingulata,PinaresdeHinojos,7,Armeria velutina,Dasypoda,cingulata,out,BF125,male,2,morpho_108
Dasypoda cingulata,PinaresdeHinojos,7,Armeria velutina,Dasypoda,cingulata,out,BF127,female,3,morpho_108
Dasypoda cingulata,Esparragal,5,Cistus crispus,Dasypoda,cingulata,focal,BF116,female,1,morpho_108
Dasypoda cingulata,Pinodelcuervo,7,Lavandula stoechas,Dasypoda,cingulata,transect,BF145,female,3,morpho_108
Dasypoda cingulata,PinaresdeHinojos,7,Armeria velutina,Dasypoda,cingulata,out,BF153,female,2,morpho_108
Dasypoda cingulata,PinaresdeHinojos,7,Armeria velutina,Dasypoda,cingulata,out,BF128,male,1,morpho_108
Dasypoda cingulata,LaCunya,6,Leontodon longirostris,Dasypoda,cingulata,transect,BF103,female,1,morpho_108
Dasypoda cingulata,PinaresdeHinojos,3,Armeria velutina,Dasypoda,cingulata,out,BF118,male,1,morpho_108
Dasypoda cingulata,Villamanriquesur,6,Armeria velutina,Dasypoda,cingulata,transect,BF110,male,1,morpho_108
Dasypoda cingulata,Urbanizaciones,7,Cistus crispus,Dasypoda,cingulata,transect,BF148,male,4,morpho_108
Dasypoda cingulata,Villamanriqueeste,5,Cistus crispus,Dasypoda,cingulata,transect,BF124,female,2,morpho_108
Dasypoda cingulata,LaRocina,7,Lavandula pedunculata,Dasypoda,cingulata,transect,BF642,female,1,morpho_108
Dasypoda cingulata,Pinodelcuervo,6,Asphodelus fistulosus,Dasypoda,cingulata,focal,BF137,female,2,morpho_108
Dasypoda cingulata,Aznalcazar,3,Cistus ladanifer,Dasypoda,cingulata,focal,no_captured,female,1,morpho_108
Dasypoda cingulata,PinaresdeHinojos,7,Armeria velutina,Dasypoda,cingulata,out,BF121,female,1,morpho_108
Dasypoda cingulata,Villamanriquesur,7,Andryala integrifolia,Dasypoda,cingulata,out,BF150,female,2,morpho_108
Dasypoda cingulata,Aznalcazar,6,Cistus crispus,Dasypoda,cingulata,transect,BF131,female,4,morpho_108
Dasypoda cingulata,LaRocina,6,Anchusa azurea,Dasypoda,cingulata,out,BF147,male,1,morpho_108
Dasypoda cingulata,Villamanriquesur,6,Halimium halimifolium,Dasypoda,cingulata,transect,BF132,male,1,morpho_108
Dasypoda cingulata,LaRocina,6,Lavandula pedunculata,Dasypoda,cingulata,transect,no_captured,female,3,morpho_108
Dasypoda cingulata,Villamanriqueeste,7,Cistus crispus,Dasypoda,cingulata,out,BF152,male,1,morpho_108
Dasypoda cingulata,PinaresdeHinojos,7,Armeria velutina,Dasypoda,cingulata,out,BF120,male,1,morpho_108
Dasypoda crassicornis,Aznalcazar,5,Teucrium fruticans,Dasypoda,crassicornis,transect,BF106,male,1,morpho_108
Dasypoda crassicornis,Villamanriquesur,4,Cistus salvifolius,Dasypoda,crassicornis,focal,BF699,male,1,morpho_108
Dasypoda crassicornis,Villamanriqueeste,4,Cistus salvifolius,Dasypoda,crassicornis,transect,BF129,male,2,morpho_108
Dasypoda crassicornis,Villamanriquesur,7,Armeria velutina,Dasypoda,crassicornis,transect,BF115,female,2,morpho_108
Dasypoda crassicornis,Villamanriquesur,3,Halimium commutatum,Dasypoda,crassicornis,focal,PERDIDO,female,1,morpho_108
Dasypoda crassicornis,Aznalcazar,2,Cistus ladanifer,Dasypoda,crassicornis,focal,no_captured,female,1,morpho_108
Dasypoda crassicornis,Villamanriqueeste,3,Cistus ladanifer,Dasypoda,crassicornis,focal,no_captured,female,1,morpho_108
Dasypoda crassicornis,Bonares,5,Thapsia villosa,Dasypoda,crassicornis,out,BF702,male,1,morpho_108
Dasypoda crassicornis,Niebla,5,Convolvulus althaeoides,Dasypoda,crassicornis,out,PERDIDO,female,1,morpho_108
Dasypoda crassicornis,CotitodeSantaTeresa,2,Cistus salvifolius,Dasypoda,crassicornis,focal,BF268,female,1,morpho_108
Dasypoda crassicornis,Villamanriqueeste,4,Cistus salvifolius,Dasypoda,crassicornis,out,BF701,female,1,morpho_108
Dasypoda crassicornis,Pinodelcuervo,3,Cistus ladanifer,Dasypoda,crassicornis,focal,no_captured,female,1,morpho_108
Dasypoda crassicornis,Elpozo,3,Rosmarinus officinalis,Dasypoda,crassicornis,transect,BF361,male,2,morpho_108
Dasypoda crassicornis,Villamanriquesur,4,Cistus salvifolius,Dasypoda,crassicornis,focal,BF698,female,1,morpho_108
Dasypoda crassicornis,Aznalcazar,2,Cistus salvifolius,Dasypoda,crassicornis,focal,no_captured,female,1,morpho_108
Dasypoda crassicornis,LaCunya,3,Cistus salvifolius,Dasypoda,crassicornis,focal,PERDIDO,male,1,morpho_108
Dasypoda crassicornis,CotitodeSantaTeresa,3,Lavandula stoechas,Dasypoda,crassicornis,transect,BF694,male,1,morpho_108
Dasypoda crassicornis,Villamanriqueeste,4,Cistus salvifolius,Dasypoda,crassicornis,out,BF700,female,1,morpho_108
Dasypoda crassicornis,ConventodelaLuz,3,Cistus ladanifer,Dasypoda,crassicornis,focal,no_captured,female,1,morpho_108
Dasypoda crassicornis,LaRocina,5,Anchusa azurea,Dasypoda,crassicornis,out,BF122,female,1,morpho_108
Dasypoda crassicornis,Niebla,5,Cistus monspeliensis,Dasypoda,crassicornis,focal,no_captured,female,1,morpho_108
Dasypoda crassicornis,LaRocina,7,Anchusa azurea,Dasypoda,crassicornis,transect,BF327,male,2,morpho_108
Dasypoda crassicornis,Aznalcazar,6,Cistus monspeliensis,Dasypoda,crassicornis,transect,BF133,male,2,morpho_108
Dasypoda crassicornis,PinaresdeHinojos,6,Cistus salvifolius,Dasypoda,crassicornis,transect,BF136,female,2,morpho_108
Dasypoda crassicornis,Villamanriqueeste,2,Cistus ladanifer,Dasypoda,crassicornis,focal,no_captured,female,1,morpho_108
Dasypoda crassicornis,Villamanriquesur,7,Halimium halimifolium,Dasypoda,crassicornis,transect,BF114,female,5,morpho_108
Dasypoda crassicornis,Villamanriqueeste,3,Cistus ladanifer,Dasypoda,crassicornis,transect,BF117,male,3,morpho_108
Dasypoda crassicornis,Aznalcazar,7,Lavatera cretica,Dasypoda,crassicornis,transect,BF119,female,1,morpho_108
Dasypoda crassicornis,Pinodelcuervo,6,Asphodelus fistulosus,Dasypoda,crassicornis,focal,BF141,female,1,morpho_108
Dasypoda hirtipes,Bonares,6,Thapsia villosa,Dasypoda,hirtipes,transect,BF111,female,1,morpho_108
Dasypoda iberica,Villamanriquesur,5,Cistus salvifolius,Dasypoda,iberica,transect,BF135,male,2,morpho_108
